201019 -20.0
401283 -5.0
601635 -8.0
802332 -1.0
1006479 1.0
1209155 20.0
1409642 21.0
1610234 20.0
1812343 21.0
2013560 21.0
2214515 21.0
2415902 21.0
2616852 21.0
2818196 21.0
3019932 20.0
3221510 21.0
3421714 21.0
3623044 21.0
3824489 21.0
4026101 20.0
4227327 21.0
4427335 21.0
4628796 21.0
4830098 21.0
5031730 21.0
5233088 21.0
5434186 21.0
5635166 21.0
5836057 21.0
